NOME;ANO;Instituição de Ensino;CONSULTA;INSTITUICAO_ENSINO_ALUNO;FASE;TURMA;SINALIZADOR_INGRESSANTE;IDADE_ALUNO;GÊNERO;PEDRA;ATINGIU_PV;INDE;IAA;IEG;IPS;IDA;IPP;REC_EQUIPE_1;REC_EQUIPE_2;REC_EQUIPE_3;REC_EQUIPE_4;IPV;IAN;NIVEL_IDEAL;DEFASAGEM
ALUNO-973;2021;Escola Pública;Escola Pública;Escola Pública;1;N;Veterano;10;INFO INDISPONÍVEL;Ágata;QUEDA;5.93;6.3;7.9;6.3;2.7;6.9;Alocado em Fase anterior;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;6.8;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-977;2021;Escola Pública;Escola Pública;Escola Pública;1;B;Ingressante;11;INFO INDISPONÍVEL;Ágata;INGRESSANTE;6.25;9.0;7.1;7.5;5.4;5.8;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;5.1;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-983;2021;Rede Decisão;Escola Privada;Escola Privada;3;L;Veterano;11;INFO INDISPONÍVEL;Topázio;AVANÇO;8.30;7.9;7.5;7.5;7.2;8.5;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;NÃ£o avaliado;9.8;10;NÃ­vel 2 (5o e 6o ano);1.0
ALUNO-984;2021;Escola Pública;Escola Pública;Escola Pública;1;G;Veterano;11;INFO INDISPONÍVEL;Quartzo;MANTIDO;4.08;9.5;0.4;7.5;1.1;7.2;NÃ£o avaliado;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;4.3;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-986;2021;Escola Pública;Escola Pública;Escola Pública;4;F;Veterano;15;INFO INDISPONÍVEL;Ágata;MANTIDO;6.43;8.8;6.4;1.9;6.3;8.3;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;7.5;5;NÃ­vel 5 (1o EM);-1.0
ALUNO-987;2021;Escola Pública;Escola Pública;Escola Pública;0;L;Ingressante;9;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.96;9.0;8.3;7.5;6.1;7.2;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;8.6;10;ALFA  (2o e 3o ano);0.0
ALUNO-989;2021;Escola Pública;Escola Pública;Escola Pública;2;P;Veterano;13;INFO INDISPONÍVEL;Quartzo;QUEDA;5.21;0.0;3.3;7.5;5.8;7.5;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;NÃ£o avaliado;6.9;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-991;2021;Escola Pública;Escola Pública;Escola Pública;2;N;Veterano;11;INFO INDISPONÍVEL;Ametista;AVANÇO;7.11;9.0;5.4;7.5;5.2;7.9;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;7.7;10;NÃ­vel 2 (5o e 6o ano);0.0
ALUNO-993;2021;Rede Decisão;Escola Privada;Escola Privada;5;F;Veterano;15;INFO INDISPONÍVEL;Ágata;QUEDA;6.05;5.4;3.6;5.0;6.6;7.0;Mantido na Fase atual;Mantido na Fase + Bolsa;Promovido de Fase;Mantido na Fase atual;6.3;10;NÃ­vel 5 (1o EM);0.0
ALUNO-994;2021;Escola Pública;Escola Pública;Escola Pública;2;H;Veterano;12;INFO INDISPONÍVEL;Ametista;QUEDA;7.60;9.5;7.5;7.5;7.4;7.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;8.3;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-995;2021;Escola Pública;Escola Pública;Escola Pública;1;F;Veterano;11;INFO INDISPONÍVEL;Ágata;INGRESSANTE;5.75;8.0;5.8;7.5;0.9;7.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;7.9;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-996;2021;Rede Decisão;Escola Privada;Escola Privada;2;G;Veterano;11;INFO INDISPONÍVEL;Ametista;MANTIDO;6.89;9.0;5.8;7.5;5.6;7.3;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;6.2;10;NÃ­vel 2 (5o e 6o ano);0.0
ALUNO-997;2021;Rede Decisão;Escola Privada;Escola Privada;2;A;Veterano;10;INFO INDISPONÍVEL;Topázio;MANTIDO;8.77;8.5;10.0;5.0;8.6;7.9;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;9.5;10;NÃ­vel 2 (5o e 6o ano);0.0
ALUNO-999;2021;Rede Decisão;Escola Privada;Escola Privada;3;G;Veterano;13;INFO INDISPONÍVEL;Ágata;MANTIDO;6.86;7.9;6.1;4.4;6.4;6.9;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;7.2;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-1001;2021;Escola Pública;Escola Pública;Escola Pública;0;K;Ingressante;9;INFO INDISPONÍVEL;Topázio;INGRESSANTE;8.93;9.5;10.0;7.5;6.9;8.4;Mantido na Fase + Bolsa;Mantido na Fase + Bolsa;NÃ£o avaliado;NÃ£o avaliado;10.0;10;ALFA  (2o e 3o ano);0.0
ALUNO-1002;2021;Escola Pública;Escola Pública;Escola Pública;3;J;Veterano;15;INFO INDISPONÍVEL;Ametista;MANTIDO;7.69;8.8;8.3;7.5;7.5;7.7;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;NÃ£o avaliado;8.1;5;NÃ­vel 5 (1o EM);-2.0
ALUNO-1004;2021;Escola Pública;Escola Pública;Escola Pública;0;I;Veterano;9;INFO INDISPONÍVEL;Ametista;MANTIDO;7.51;10.0;10.0;6.9;6.4;7.8;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;6.3;5;NÃ­vel 2 (5o e 6o ano);-2.0
ALUNO-1007;2021;Escola Pública;Escola Pública;Escola Pública;2;P;Veterano;12;INFO INDISPONÍVEL;Quartzo;QUEDA;3.75;0.0;1.7;7.5;0.8;7.2;Mantido na Fase atual;Promovido de Fase;NÃ£o avaliado;NÃ£o avaliado;6.5;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-1009;2021;Escola Pública;Escola Pública;Escola Pública;0;S;Ingressante;9;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.40;7.0;10.0;7.5;6.3;2.5;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;7.2;10;ALFA  (2o e 3o ano);0.0
ALUNO-1010;2021;Escola Pública;Escola Pública;Escola Pública;1;B;Veterano;10;INFO INDISPONÍVEL;Ametista;QUEDA;7.45;8.0;10.0;7.5;5.2;7.5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;NÃ£o avaliado;8.1;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-1013;2021;Escola Pública;Escola Pública;Escola Pública;2;M;Ingressante;12;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.29;9.0;7.9;7.5;6.1;8.1;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;7.7;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-1014;2021;Escola Pública;Escola Pública;Escola Pública;1;N;Veterano;11;INFO INDISPONÍVEL;Ametista;AVANÇO;7.64;9.0;8.3;7.5;6.3;8.1;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;8.7;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-1015;2021;Rede Decisão;Escola Privada;Escola Privada;3;J;Veterano;13;INFO INDISPONÍVEL;Topázio;AVANÇO;8.47;9.6;8.9;7.5;6.9;7.9;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;NÃ£o avaliado;9.1;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-1016;2021;Escola Pública;Escola Pública;Escola Pública;2;H;Veterano;13;INFO INDISPONÍVEL;Quartzo;QUEDA;4.95;9.0;0.8;7.5;1.1;7.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;8.3;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-1017;2021;Rede Decisão;Escola Privada;Escola Privada;3;J;Veterano;12;INFO INDISPONÍVEL;Ametista;MANTIDO;7.84;8.8;7.2;7.5;5.8;7.9;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;NÃ£o avaliado;9.2;10;NÃ­vel 2 (5o e 6o ano);1.0
ALUNO-1022;2021;Escola Pública;Escola Pública;Escola Pública;1;F;Veterano;9;INFO INDISPONÍVEL;Ametista;QUEDA;7.22;9.0;9.2;7.5;1.9;7.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;7.9;10;NÃ­vel 1 (4o ano);0.0
ALUNO-1023;2021;Escola Pública;Escola Pública;Escola Pública;0;O;Ingressante;9;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.90;9.0;10.0;7.5;5.8;7.5;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;9.2;5;NÃ­vel 1 (4o ano);-1.0
ALUNO-1026;2021;Escola Pública;Escola Pública;Escola Pública;3;B;Ingressante;13;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.01;9.6;6.1;7.5;5.6;7.1;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;6.2;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-1027;2021;Rede Decisão;Escola Privada;Escola Privada;6;C;Veterano;16;INFO INDISPONÍVEL;Ágata;QUEDA;5.67;7.5;3.9;0.0;6.8;7.1;Mantido na Fase atual;Promovido de Fase;NÃ£o avaliado;Promovido de Fase;5.4;10;NÃ­vel 6 (2o EM);0.0
ALUNO-1028;2021;Escola Pública;Escola Pública;Escola Pública;2;D;Veterano;13;INFO INDISPONÍVEL;Ametista;MANTIDO;6.92;8.4;5.4;7.5;7.1;7.5;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;NÃ£o avaliado;7.8;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-1029;2021;Escola Pública;Escola Pública;Escola Pública;2;P;Veterano;11;INFO INDISPONÍVEL;Topázio;AVANÇO;8.78;9.0;7.9;7.5;8.4;9.2;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;NÃ£o avaliado;9.7;10;NÃ­vel 2 (5o e 6o ano);0.0
ALUNO-1031;2021;Escola Pública;Escola Pública;Escola Pública;1;B;Veterano;9;INFO INDISPONÍVEL;Topázio;MANTIDO;8.86;9.5;10.0;7.5;8.1;7.5;Promovido de Fase + Bolsa;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;9.0;10;NÃ­vel 1 (4o ano);0.0
ALUNO-1032;2021;Escola Pública;Escola Pública;Escola Pública;1;R;Ingressante;11;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.45;10.0;8.3;7.5;5.1;8.5;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;8.3;5;NÃ­vel 3 (7o e 8o ano);-2.0
ALUNO-1034;2021;Escola Pública;Escola Pública;Escola Pública;2;M;Veterano;12;INFO INDISPONÍVEL;Ametista;MANTIDO;7.68;8.0;9.2;7.5;5.8;8.3;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;9.0;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-1035;2021;Escola Pública;Escola Pública;Escola Pública;1;C;Veterano;11;INFO INDISPONÍVEL;Ametista;MANTIDO;7.72;9.5;7.9;6.9;6.0;8.8;Promovido de Fase;Mantido na Fase + Bolsa;Promovido de Fase;NÃ£o avaliado;9.6;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-1038;2021;Escola Pública;Escola Pública;Escola Pública;4;F;Ingressante;14;INFO INDISPONÍVEL;Ágata;INGRESSANTE;6.62;8.3;6.1;0.0;6.5;8.0;Promovido de Fase;Promovido de Fase;Promovido de Fase;Promovido de Fase;7.3;10;NÃ­vel 4 (9o ano);0.0
ALUNO-1043;2021;Escola Pública;Escola Pública;Escola Pública;0;M;Ingressante;9;INFO INDISPONÍVEL;Topázio;INGRESSANTE;8.37;9.5;10.0;7.5;6.8;7.5;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;7.8;10;ALFA  (2o e 3o ano);0.0
ALUNO-1044;2021;Escola Pública;Escola Pública;Escola Pública;0;L;Ingressante;9;INFO INDISPONÍVEL;Topázio;INGRESSANTE;8.25;9.0;10.0;7.5;5.5;7.5;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;8.8;10;ALFA  (2o e 3o ano);0.0
ALUNO-1049;2021;Escola Pública;Escola Pública;Escola Pública;1;R;Ingressante;11;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.46;7.9;8.8;7.5;6.0;8.5;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;8.1;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-1050;2021;Escola Pública;Escola Pública;Escola Pública;0;R;Ingressante;9;INFO INDISPONÍVEL;Topázio;INGRESSANTE;8.79;10.0;10.0;7.5;6.9;7.5;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;9.5;10;ALFA  (2o e 3o ano);0.0
ALUNO-1051;2021;Escola Pública;Escola Pública;Escola Pública;3;F;Veterano;13;INFO INDISPONÍVEL;Quartzo;QUEDA;3.60;0.0;1.7;7.5;1.3;6.9;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;2.9;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-1055;2021;Escola Pública;Escola Pública;Escola Pública;3;F;Ingressante;13;INFO INDISPONÍVEL;Ágata;INGRESSANTE;6.42;7.5;4.7;5.0;4.7;7.7;Promovido de Fase;Promovido de Fase + Bolsa;Mantido na Fase atual;NÃ£o avaliado;7.6;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-1057;2021;Escola Pública;Escola Pública;Escola Pública;3;L;Ingressante;13;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.49;8.3;5.6;7.5;5.8;8.3;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;NÃ£o avaliado;9.0;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-1063;2021;Escola Pública;Escola Pública;Escola Pública;0;S;Ingressante;9;INFO INDISPONÍVEL;Quartzo;INGRESSANTE;4.90;9.5;0.0;7.5;2.3;7.5;NÃ£o avaliado;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;7.5;5;NÃ­vel 1 (4o ano);-1.0
ALUNO-1064;2021;Escola Pública;Escola Pública;Escola Pública;0;N;Ingressante;9;INFO INDISPONÍVEL;Ágata;INGRESSANTE;6.82;10.0;10.0;0.0;6.3;5.0;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;7.8;5;NÃ­vel 2 (5o e 6o ano);-2.0
ALUNO-1065;2021;Escola Pública;Escola Pública;Escola Pública;0;R;Ingressante;9;INFO INDISPONÍVEL;Ametista;INGRESSANTE;8.00;9.5;10.0;7.5;7.0;7.5;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;8.3;5;NÃ­vel 1 (4o ano);-1.0
ALUNO-1066;2021;Escola Pública;Escola Pública;Escola Pública;3;M;Ingressante;13;INFO INDISPONÍVEL;Ágata;INGRESSANTE;6.54;6.7;4.7;7.5;5.8;7.3;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;6.5;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-1067;2021;Escola Pública;Escola Pública;Escola Pública;1;E;Veterano;10;INFO INDISPONÍVEL;Topázio;AVANÇO;8.54;9.5;10.0;7.5;8.1;8.8;Promovido de Fase;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;9.2;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-1068;2021;Escola Pública;Escola Pública;Escola Pública;6;A;Ingressante;16;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.50;9.2;8.6;7.5;6.8;8.1;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;7.2;5;NÃ­vel 7 (3o EM);-1.0
ALUNO-1070;2021;Escola Pública;Escola Pública;Escola Pública;1;E;Veterano;11;INFO INDISPONÍVEL;Ametista;MANTIDO;7.76;9.5;9.6;7.5;5.4;8.3;Promovido de Fase;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;8.7;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-1071;2021;Escola Pública;Escola Pública;Escola Pública;2;A;Ingressante;12;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.19;9.5;7.1;7.5;5.7;7.3;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;8.6;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-1072;2021;Escola Pública;Escola Pública;Escola Pública;3;C;Veterano;13;INFO INDISPONÍVEL;Ametista;MANTIDO;7.03;9.2;5.3;7.5;4.6;7.5;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;8.2;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-1073;2021;Escola Pública;Escola Pública;Escola Pública;1;B;Ingressante;11;INFO INDISPONÍVEL;Ametista;INGRESSANTE;6.91;8.5;8.3;7.5;5.4;7.5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;6.6;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-1075;2021;Rede Decisão;Escola Privada;Escola Privada;5;A;Veterano;15;INFO INDISPONÍVEL;Ametista;QUEDA;7.86;7.5;7.2;7.5;6.3;7.8;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;9.4;10;NÃ­vel 5 (1o EM);0.0
ALUNO-1078;2021;Escola Pública;Escola Pública;Escola Pública;2;R;Veterano;12;INFO INDISPONÍVEL;Quartzo;QUEDA;4.45;9.0;1.7;8.1;0.0;7.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;5.7;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-1083;2021;Escola Pública;Escola Pública;Escola Pública;2;E;Ingressante;12;INFO INDISPONÍVEL;Quartzo;INGRESSANTE;3.50;0.0;2.9;5.0;0.0;7.8;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;5.7;5;NÃ­vel 4 (9o ano);-2.0
ALUNO-1084;2021;Escola Pública;Escola Pública;Escola Pública;1;F;Veterano;9;INFO INDISPONÍVEL;Ametista;MANTIDO;7.95;8.0;9.6;6.9;5.6;7.9;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;8.2;10;NÃ­vel 1 (4o ano);0.0
ALUNO-1085;2021;Escola Pública;Escola Pública;Escola Pública;4;L;Ingressante;15;INFO INDISPONÍVEL;Ágata;MANTIDO;6.23;8.8;7.5;7.5;3.9;7.3;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;5.5;5;NÃ­vel 5 (1o EM);-1.0
ALUNO-1086;2021;Escola Pública;Escola Pública;Escola Pública;0;O;Ingressante;9;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.75;7.9;10.0;7.5;6.2;7.5;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;8.6;5;NÃ­vel 2 (5o e 6o ano);-2.0
ALUNO-1087;2021;Escola Pública;Escola Pública;Escola Pública;2;M;Veterano;12;INFO INDISPONÍVEL;Ametista;MANTIDO;7.33;8.5;8.8;7.5;5.0;8.1;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;8.3;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-1089;2021;Escola Pública;Escola Pública;Escola Pública;1;G;Veterano;11;INFO INDISPONÍVEL;Ágata;QUEDA;5.65;9.0;2.9;7.5;3.6;7.5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;7.2;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-1090;2021;Escola Pública;Escola Pública;Escola Pública;1;M;Veterano;11;INFO INDISPONÍVEL;Ametista;AVANÇO;7.18;8.5;8.8;7.5;3.7;7.9;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;9.0;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-1093;2021;Rede Decisão;Escola Privada;Escola Privada;6;A;Veterano;17;INFO INDISPONÍVEL;Ametista;MANTIDO;7.22;7.9;7.2;7.5;5.4;8.0;Promovido de Fase;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;6.8;10;NÃ­vel 3 (7o e 8o ano);3.0
ALUNO-1095;2021;Escola Pública;Escola Pública;Escola Pública;1;C;Veterano;8;INFO INDISPONÍVEL;Topázio;MANTIDO;9.29;10.0;9.2;8.1;8.9;9.2;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;NÃ£o avaliado;9.7;10;ALFA  (2o e 3o ano);1.0
ALUNO-1096;2021;Rede Decisão;Escola Privada;Escola Privada;3;B;Veterano;13;INFO INDISPONÍVEL;Topázio;INGRESSANTE;8.81;10.0;8.9;7.5;7.5;8.3;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;NÃ£o avaliado;9.7;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-1098;2021;Escola Pública;Escola Pública;Escola Pública;0;L;Ingressante;9;INFO INDISPONÍVEL;Topázio;INGRESSANTE;8.31;10.0;10.0;7.5;5.3;7.5;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;8.8;10;ALFA  (2o e 3o ano);0.0
ALUNO-1099;2021;Escola Pública;Escola Pública;Escola Pública;1;F;Ingressante;11;INFO INDISPONÍVEL;Topázio;INGRESSANTE;8.33;10.0;9.6;6.3;5.9;8.1;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;8.9;10;NÃ­vel 1 (4o ano);0.0
ALUNO-1103;2021;Escola Pública;Escola Pública;Escola Pública;2;G;Veterano;14;INFO INDISPONÍVEL;Quartzo;QUEDA;4.00;0.0;2.9;5.6;3.3;6.0;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;5.5;5;NÃ­vel 4 (9o ano);-2.0
ALUNO-1104;2021;Escola Pública;Escola Pública;Escola Pública;1;N;Ingressante;11;INFO INDISPONÍVEL;Ametista;INGRESSANTE;6.89;9.5;7.9;7.5;3.6;7.9;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;7.9;5;NÃ­vel 2 (5o e 6o ano);-1.0
ALUNO-1105;2021;Escola Pública;Escola Pública;Escola Pública;2;D;Veterano;12;INFO INDISPONÍVEL;Ágata;QUEDA;6.62;9.5;6.3;6.3;5.5;7.3;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;7.3;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-1107;2021;Escola Pública;Escola Pública;Escola Pública;2;B;Ingressante;12;INFO INDISPONÍVEL;Ametista;INGRESSANTE;8.22;10.0;9.6;7.5;8.0;7.5;Promovido de Fase;Promovido de Fase;Promovido de Fase;NÃ£o avaliado;8.5;5;NÃ­vel 3 (7o e 8o ano);-1.0
ALUNO-1110;2021;Escola Pública;Escola Pública;Escola Pública;2;A;Veterano;11;INFO INDISPONÍVEL;Ágata;QUEDA;6.87;9.0;5.4;7.5;5.1;6.5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;7.3;10;NÃ­vel 2 (5o e 6o ano);0.0
ALUNO-1112;2021;Rede Decisão;Escola Privada;Escola Privada;7;A;Veterano;17;INFO INDISPONÍVEL;Ametista;AVANÇO;7.24;8.3;7.2;6.3;6.5;7.8;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;6.3;10;NÃ­vel 7 (3o EM);0.0
ALUNO-1114;2021;Escola Pública;Escola Pública;Escola Pública;3;M;Ingressante;13;INFO INDISPONÍVEL;Ágata;INGRESSANTE;6.38;7.5;4.4;7.5;6.5;6.9;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;5.0;10;NÃ­vel 3 (7o e 8o ano);0.0
ALUNO-1115;2021;Escola Pública;Escola Pública;Escola Pública;1;E;Ingressante;11;INFO INDISPONÍVEL;Quartzo;INGRESSANTE;3.64;0.0;1.7;6.9;0.4;7.1;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;6.7;5;NÃ­vel 3 (7o e 8o ano);-2.0
ALUNO-1117;2021;Escola Pública;Escola Pública;Escola Pública;0;N;Ingressante;9;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.13;9.5;8.3;0.0;6.8;7.5;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;NÃ£o avaliado;7.0;10;ALFA  (2o e 3o ano);0.0
ALUNO-1119;2021;Escola Pública;Escola Pública;Escola Pública;2;A;Veterano;9;INFO INDISPONÍVEL;Ametista;QUEDA;7.38;10.0;5.8;7.5;5.6;7.1;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;NÃ£o avaliado;8.2;10;NÃ­vel 1 (4o ano);1.0
ALUNO-1122;2021;Escola Pública;Escola Pública;Escola Pública;4;L;Ingressante;14;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.91;8.8;5.8;7.5;8.4;7.8;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;8.3;10;NÃ­vel 4 (9o ano);0.0
ALUNO-1123;2021;Rede Decisão;Escola Privada;Escola Privada;4;G;Ingressante;16;INFO INDISPONÍVEL;Ametista;MANTIDO;7.63;7.5;8.6;6.3;7.5;8.3;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;8.5;5;NÃ­vel 6 (2o EM);-2.0
ALUNO-1124;2021;Escola Pública;Escola Pública;Escola Pública;4;F;Ingressante;14;INFO INDISPONÍVEL;Ametista;INGRESSANTE;7.26;7.9;8.6;5.6;6.0;8.1;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;8.4;5;NÃ­vel 6 (2o EM);-2.0
ALUNO-1126;2021;Escola Pública;Escola Pública;Escola Pública;3;G;Ingressante;13;INFO INDISPONÍVEL;Quartzo;INGRESSANTE;5.05;7.1;3.3;7.5;4.0;6.7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;NÃ£o avaliado;4.8;5;NÃ­vel 4 (9o ano);-1.0
ALUNO-1127;2021;Rede Decisão;Escola Privada;Escola Privada;3;A;Veterano;13;INFO INDISPONÍVEL;Ametista;MANTIDO;7.55;9.2;7.8;6.3;5.5;7.9;Promovido de Fase;Promovido de Fase + Bolsa;Mantido na Fase atual;NÃ£o avaliado;7.8;10;NÃ­vel 3 (7o e 8o ano);0.0
