NOME;ANO;Instituição de Ensino;CONSULTA;INSTITUICAO_ENSINO_ALUNO;RA;FASE;TURMA;Ano nasc;IDADE_ALUNO;GÊNERO;Ano ingresso;Pedra 20;Pedra 21;PEDRA;INDE;ATINGIU_PV;STATUS_PEDRA;TESTE;Cg;Cf;Ct;Nº Av;Avaliador1;Rec Av1;Avaliador2;Rec Av2;Avaliador3;Rec Av3;Avaliador4;Rec Av4;IAA;IEG;IPS;IPP;Rec Psicologia;IDA;Matem;Portug;Inglês;Indicado;Atingiu PV;IPV;IAN;FASE IDEAL;DEFASAGEM;Destaque IEG;Destaque IDA;Destaque IPV
Aluno-138;2022;Escola Pública;Escola Pública;Escola Pública;RA-138;4;F;2007;15;Masculino;2016;Ametista;Ágata;Ágata;6,738;MANTIDO;MANTIDO;OK;573;53;11;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase + Bolsa;9,6;8;5,6;6,04;Requer avaliação;5,6;5;6,5;5,2;Sim;Não;6,375;5;Fase 5 (1º EM);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-139;2022;Escola Pública;Escola Pública;Escola Pública;RA-139;4;F;2005;17;Masculino;2019;Quartzo;Ágata;Quartzo;3,738;QUEDA;QUEDA;OK;858;75;15;4;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Alocado em Fase anterior;7,1;3,5;5;5;Requer avaliação;1,4;1,7;2,7;0;Não;Não;3,917;2,5;Fase 7 (3º EM);-3;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-14;2022;Escola Pública;Escola Pública;Escola Pública;RA-14;7;D;2001;21;Masculino;2022;;;Ágata;6,793;INGRESSANTE;INGRESSANTE;OK;558;12;7;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-29;Mantido na Fase atual;Avaliador-31;Mantido na Fase atual;7,9;8,3;7,5;7,34;Não atendido;4;8;0;;Sim;Não;7,75;5;Fase 8 (Universitários);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-140;2022;Escola Pública;Escola Pública;Escola Pública;RA-140;4;F;2008;14;Feminino;2021;;Ametista;Ametista;7,407;MANTIDO;MANTIDO;OK;358;28;6;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Promovido de Fase + Bolsa;Avaliador-30;Promovido de Fase + Bolsa;Avaliador-31;Promovido de Fase;7,9;7,6;6,9;5,94;Não atendido;5,7;5;6,5;5,6;Sim;Não;7,667;10;Fase 4 (9º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-141;2022;Escola Pública;Escola Pública;Escola Pública;RA-141;4;F;2008;14;Masculino;2017;Ágata;Ágata;Ametista;7,118;AVANÇO;AVANÇO;OK;450;36;8;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase;9,2;8,2;5,6;8,75;Requer avaliação;5,7;5,8;6,2;5;Não;Não;5,917;10;Fase 4 (9º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-142;2022;Escola Pública;Escola Pública;Escola Pública;RA-142;4;F;2008;14;Feminino;2021;;Ágata;Ametista;7,457;AVANÇO;AVANÇO;OK;332;27;5;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase;6,7;8,6;5,6;5,62;Requer avaliação;6,3;6;6,8;6;Não;Não;7,583;10;Fase 4 (9º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-143;2022;Rede Decisão;Escola Privada;Escola Privada;RA-143;4;F;2009;13;Masculino;2019;Topázio;Topázio;Topázio;8,638;MANTIDO;MANTIDO;OK;24;3;1;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Promovido de Fase;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase + Bolsa;8,3;9,9;5,6;8,28;Sem limitações;7,9;9,7;7,7;6,4;Não;Sim;9,5;10;Fase 3 (7º e 8º ano);1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-144;2022;Rede Decisão;Escola Privada;Escola Privada;RA-144;4;F;2008;14;Feminino;2017;Ágata;Quartzo;Topázio;8,181;AVANÇO;AVANÇO;OK;89;9;3;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase + Bolsa;7,5;9,3;5;6,88;Requer avaliação;7,9;7,5;7,2;9;Não;Não;8,292;10;Fase 4 (9º ano);0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-145;2022;Escola Pública;Escola Pública;Escola Pública;RA-145;4;H;2006;16;Masculino;2017;Ágata;Ágata;Quartzo;5,846;QUEDA;QUEDA;OK;746;68;7;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase + Bolsa;0;6,3;8,1;7,97;Sem limitações;5,2;3;4,8;7,8;Sim;Não;7,25;5;Fase 6 (2º EM);-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-146;2022;Escola Pública;Escola Pública;Escola Pública;RA-146;4;H;2007;15;Feminino;2022;;;Ametista;7,947;INGRESSANTE;INGRESSANTE;OK;156;15;1;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase + Bolsa;8,3;9,2;7,5;3,12;Não atendido;7,9;6,3;7,3;10;Sim;Não;8,208;5;Fase 5 (1º EM);-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-147;2022;Escola Pública;Escola Pública;Escola Pública;RA-147;4;H;2008;14;Feminino;2022;;;Ametista;7,541;INGRESSANTE;INGRESSANTE;OK;293;24;4;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase;8,3;7,7;7,5;5,62;Não atendido;6,1;5,8;4,8;7,7;Não;Não;7,25;10;Fase 4 (9º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-148;2022;Escola Pública;Escola Pública;Escola Pública;RA-148;4;H;2008;14;Masculino;2022;;;Ametista;7,894;INGRESSANTE;INGRESSANTE;OK;172;16;2;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase + Bolsa;9,2;7,9;10;7,81;Sem limitações;5,3;4,7;6,3;5;Sim;Não;7,708;10;Fase 4 (9º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-149;2022;Escola Pública;Escola Pública;Escola Pública;RA-149;4;H;2007;15;Feminino;2022;;;Ágata;6,323;INGRESSANTE;INGRESSANTE;OK;679;60;6;4;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Alocado em Fase anterior;9,2;6,5;7,5;7,03;Não atendido;5;4;6;;Não;Não;6,125;5;Fase 5 (1º EM);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-15;2022;Escola Pública;Escola Pública;Escola Pública;RA-15;7;D;2004;18;Masculino;2022;;;Ametista;7,783;INGRESSANTE;INGRESSANTE;OK;207;3;2;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-29;Mantido na Fase + Bolsa;Avaliador-31;Mantido na Fase atual;8,8;10;7,5;6,56;Não atendido;7,3;8;6,5;;Sim;Não;7,292;5;Fase 8 (Universitários);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-150;2022;Escola Pública;Escola Pública;Escola Pública;RA-150;4;H;2006;16;Feminino;2020;Ametista;Ametista;Ágata;6,962;QUEDA;QUEDA;OK;498;41;5;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase;9,6;6,3;6,9;8,12;Sem limitações;6,9;5,3;6,7;8,6;Sim;Não;7,333;5;Fase 6 (2º EM);-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-151;2022;Escola Pública;Escola Pública;Escola Pública;RA-151;4;H;2006;16;Feminino;2020;Ametista;Ametista;Ametista;7,563;MANTIDO;MANTIDO;OK;289;23;3;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase;8,8;7,5;6,9;6,25;Sem limitações;8,3;7,3;8;9,5;Sim;Não;7,958;5;Fase 6 (2º EM);-2;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-152;2022;Escola Pública;Escola Pública;Escola Pública;RA-152;4;L;2006;16;Feminino;2022;;;Ágata;6,712;INGRESSANTE;INGRESSANTE;OK;586;54;13;4;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase;8,3;7;7,5;6,72;Não atendido;6,5;4;7;8,5;Não;Não;6,292;5;Fase 6 (2º EM);-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-153;2022;Rede Decisão;Escola Privada;Escola Privada;RA-153;4;L;2008;14;Feminino;2018;Ágata;Ametista;Ametista;7,535;MANTIDO;MANTIDO;OK;297;25;5;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase + Bolsa;7,9;8,2;5;8,28;Requer avaliação;6,6;3,3;7,7;8,8;Não;Não;7,708;10;Fase 4 (9º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-154;2022;Escola Pública;Escola Pública;Escola Pública;RA-154;4;L;2007;15;Masculino;2017;Ágata;Ágata;Ágata;6,073;MANTIDO;MANTIDO;OK;714;65;15;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase + Bolsa;8,3;6,1;6,3;7,34;Sem limitações;4;3,7;6,2;2,1;Sim;Não;6,833;5;Fase 5 (1º EM);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-155;2022;Escola Pública;Escola Pública;Escola Pública;RA-155;4;L;2006;16;Masculino;2022;;;Ametista;7,051;INGRESSANTE;INGRESSANTE;OK;470;39;9;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase + Bolsa;10;8,3;7,5;7,5;Não atendido;5,2;4,3;6,8;4,3;Sim;Não;6,833;5;Fase 6 (2º EM);-2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-156;2022;Escola Pública;Escola Pública;Escola Pública;RA-156;4;L;2007;15;Masculino;2018;Ametista;Ágata;Ametista;7,357;AVANÇO;AVANÇO;OK;376;30;6;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase + Bolsa;10;8,3;9,4;8,12;Sem limitações;4,4;4,7;6,5;2,1;Sim;Não;7,792;5;Fase 5 (1º EM);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-157;2022;Rede Decisão;Escola Privada;Escola Privada;RA-157;4;L;2010;12;Feminino;2018;Ametista;Topázio;Topázio;8,317;MANTIDO;MANTIDO;OK;59;6;1;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase + Bolsa;7,5;10;6,3;7,34;Requer avaliação;7,7;7;7,5;8,7;Não;Não;8,292;10;Fase 3 (7º e 8º ano);1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-158;2022;Rede Decisão;Escola Privada;Escola Privada;RA-158;4;L;2005;17;Feminino;2017;Ametista;Ametista;Ametista;7,302;MANTIDO;MANTIDO;OK;392;32;7;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase + Bolsa;7,9;9,8;5,6;5,94;Requer avaliação;6,6;5;6,7;8,1;Não;Não;8,125;2,5;Fase 7 (3º EM);-3;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-159;2022;Escola Pública;Escola Pública;Escola Pública;RA-159;4;L;2007;15;Feminino;2021;;Ametista;Ágata;6,49;QUEDA;QUEDA;OK;644;58;14;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase;8,3;8,1;5,6;7,5;Requer avaliação;4,7;4,3;5,8;3,9;Não;Não;6,458;5;Fase 5 (1º EM);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-16;2022;Escola Pública;Escola Pública;Escola Pública;RA-16;7;D;2003;19;Masculino;2022;;;Ágata;6,112;INGRESSANTE;INGRESSANTE;OK;706;14;8;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-29;Mantido na Fase + Bolsa;Avaliador-31;Mantido na Fase atual;7,9;8,3;5;6,88;Requer avaliação;3,5;7;0;;Sim;Não;6,333;5;Fase 8 (Universitários);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-160;2022;Escola Pública;Escola Pública;Escola Pública;RA-160;4;L;2007;15;Feminino;2021;;Ágata;Ágata;6,746;MANTIDO;MANTIDO;OK;568;52;12;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase + Bolsa;7,5;7,2;5,6;6,25;Requer avaliação;5,3;2,7;6;7,1;Sim;Não;8,25;5;Fase 5 (1º EM);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-161;2022;Rede Decisão;Escola Privada;Escola Privada;RA-161;4;L;2011;11;Feminino;2018;Ametista;Ametista;Ametista;7,957;MANTIDO;MANTIDO;OK;153;14;4;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase + Bolsa;7,9;9,1;5,6;8,12;Requer avaliação;6,9;5,3;6,8;8,5;Não;Não;8,083;10;Fase 2 (5º e 6º ano);2;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-162;2022;Escola Pública;Escola Pública;Escola Pública;RA-162;4;L;2008;14;Feminino;2021;;Ágata;Ametista;7,215;AVANÇO;AVANÇO;OK;423;34;8;4;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase;6,7;8,5;7,5;5,42;Requer avaliação;5,5;4,7;5,5;6,4;Não;Não;6,542;10;Fase 4 (9º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-163;2022;Escola Pública;Escola Pública;Escola Pública;RA-163;4;L;2007;15;Feminino;2021;;Ágata;Ágata;6,797;MANTIDO;MANTIDO;OK;556;49;10;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase;8,8;7,9;5,6;7,34;Requer avaliação;6,7;6,5;6,3;7,4;Não;Não;6,5;5;Fase 5 (1º EM);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-164;2022;Escola Pública;Escola Pública;Escola Pública;RA-164;4;L;2006;16;Masculino;2018;Ágata;Ágata;Ágata;6,776;MANTIDO;MANTIDO;OK;562;50;11;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Mantido na Fase + Bolsa;8,3;7,3;5,6;6,67;Requer avaliação;6,5;4,7;6,5;8,3;Sim;Não;7,208;5;Fase 6 (2º EM);-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-165;2022;Rede Decisão;Escola Privada;Escola Privada;RA-165;4;L;2008;14;Feminino;2017;Ametista;Ametista;Topázio;8,063;AVANÇO;AVANÇO;OK;128;12;3;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase + Bolsa;7,1;9,8;5,6;6,46;Sem limitações;7,6;5,3;7,8;9,7;Não;Não;7,5;10;Fase 4 (9º ano);0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-166;2022;Escola Pública;Escola Pública;Escola Pública;RA-166;4;L;2008;14;Masculino;2020;Ametista;Ametista;Topázio;8,253;AVANÇO;AVANÇO;OK;73;8;2;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase + Bolsa;9,2;9;6,3;7,97;Sem limitações;8,1;7;7,2;10;Sim;Não;7,542;10;Fase 4 (9º ano);0;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-167;2022;Rede Decisão;Escola Privada;Escola Privada;RA-167;4;P;2006;16;Feminino;2018;Ametista;Ametista;Ametista;7,798;MANTIDO;MANTIDO;OK;200;19;3;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase;9,2;9,7;5,6;7,34;Requer avaliação;7,9;9,3;8;6,3;Não;Não;7,833;5;Fase 6 (2º EM);-2;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-168;2022;Rede Decisão;Escola Privada;Escola Privada;RA-168;4;P;2007;15;Feminino;2018;Ametista;Ametista;Ágata;6,917;QUEDA;QUEDA;OK;522;44;5;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase;7,9;8,3;6,3;7,34;Sem limitações;5,9;4,7;8,2;5;Não;Não;7,083;5;Fase 5 (1º EM);-1;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-169;2022;Escola Pública;Escola Pública;Escola Pública;RA-169;4;P;2007;15;Feminino;2018;Ágata;Ágata;Quartzo;5,159;QUEDA;QUEDA;OK;814;73;9;4;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Mantido na Fase atual;Avaliador-31;Promovido de Fase;7,5;5,1;6,3;6,56;Sem limitações;3,2;1,3;4,5;3,8;Não;Não;4,792;5;Fase 5 (1º EM);-1;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-17;2022;Escola Pública;Escola Pública;Escola Pública;RA-17;7;D;2002;20;Masculino;2022;;;Topázio;8,068;INGRESSANTE;INGRESSANTE;OK;125;2;1;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-29;Mantido na Fase + Bolsa;Avaliador-31;Mantido na Fase atual;8,8;10;7,5;7,34;Não atendido;7,8;9;6,5;;Sim;Não;8,292;5;Fase 8 (Universitários);-1;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-170;2022;Rede Decisão;Escola Privada;Escola Privada;RA-170;4;P;2008;14;Feminino;2018;Ametista;Ametista;Ágata;7,007;QUEDA;QUEDA;OK;484;40;4;4;Avaliador-6;Mantido na Fase atual;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase;8,3;9,2;5,6;5,83;Requer avaliação;4,9;3,7;6,7;4,3;Não;Não;5,792;10;Fase 4 (9º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-171;2022;Escola Pública;Escola Pública;Escola Pública;RA-171;4;P;2006;16;Masculino;2022;;;Ágata;6,581;INGRESSANTE;INGRESSANTE;OK;632;57;7;4;Avaliador-6;Promovido de Fase;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase;7,5;6,8;7,5;6,25;Sem limitações;5,5;3;8;;Não;Não;6,875;5;Fase 6 (2º EM);-2;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
Aluno-172;2022;Rede Decisão;Escola Privada;Escola Privada;RA-172;4;P;2008;14;Feminino;2018;Ametista;Topázio;Topázio;8,673;MANTIDO;MANTIDO;OK;18;1;1;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase + Bolsa;9,2;8,9;9,4;8,44;Sem limitações;7,3;6;7,7;8,1;Não;Sim;8,917;10;Fase 4 (9º ano);0;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
Aluno-173;2022;Rede Decisão;Escola Privada;Escola Privada;RA-173;4;P;2005;17;Masculino;2019;Ametista;Ametista;Ametista;7,816;MANTIDO;MANTIDO;OK;198;18;2;4;Avaliador-6;Promovido de Fase + Bolsa;Avaliador-27;Mantido na Fase atual;Avaliador-30;Promovido de Fase;Avaliador-31;Promovido de Fase + Bolsa;8,3;9,2;6,9;5,62;Requer avaliação;7,9;9;7,5;7,1;Não;Sim;9,25;2,5;Fase 7 (3º EM);-3;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.
